"year","zone","awards","level","stage","measure","value"
"2009-2010","S01001795","5","4 And Above","S4","Ratio",0
"2011-2012","S01001795","1","7 And Above","S6","Ratio",0
"2011-2012","S01001795","5","4 And Above","S4","Ratio",100
"2012-2013","S01001795","5","4 And Above","S4","Ratio",100
"2009-2010","S01001795","5","3 And Above","S4","Ratio",0
"2012-2013","S01001795","1","7 And Above","S6","Ratio",100
"2010-2011","S01001795","5","4 And Above","S4","Ratio",0
"2009-2010","S01001795","1","7 And Above","S6","Ratio",0
"2008-2009","S01001795","5","4 And Above","S4","Ratio",0
"2010-2011","S01001795","5","3 And Above","S4","Ratio",0
"2010-2011","S01001795","1","6 And Above","S5","Ratio",0
"2010-2011","S01001796","5","6 And Above","S5","Count",0
"2010-2011","S01001796","3","6 And Above","S6","Count",0
"2010-2011","S01001796","5","5 And Above","S4","Count",0
"2010-2011","S01001796","5","6 And Above","S6","Ratio",0
"2010-2011","S01001796","5","6 And Above","S6","Count",0
"2010-2011","S01001796","3","6 And Above","S5","Count",0
"2010-2011","S01001796","5","4 And Above","S4","Count",0
"2010-2011","S01001796","1","6 And Above","S5","Count",0
"2010-2011","S01001796","3","6 And Above","S6","Ratio",0
"2010-2011","S01001796","1","7 And Above","S6","Count",0
"2010-2011","S01001796","3","6 And Above","S5","Ratio",0
"2010-2011","S01001796","1","7 And Above","S6","Ratio",0
"2010-2011","S01001796","5","5 And Above","S4","Ratio",0
"2010-2011","S01001796","1","6 And Above","S5","Ratio",0
"2010-2011","S01001796","5","4 And Above","S4","Ratio",0
"2010-2011","S01001796","5","3 And Above","S4","Ratio",0
"2010-2011","S01001796","5","6 And Above","S5","Ratio",0
"2010-2011","S01001796","5","3 And Above","S4","Count",0
"2008-2009","S01001796","5","4 And Above","S4","Count",0
"2008-2009","S01001796","5","6 And Above","S6","Ratio",0
"2008-2009","S01001796","3","6 And Above","S6","Count",0
"2008-2009","S01001796","5","5 And Above","S4","Count",0
"2008-2009","S01001796","3","6 And Above","S6","Ratio",0
"2008-2009","S01001796","3","6 And Above","S5","Ratio",0
"2008-2009","S01001796","5","3 And Above","S4","Count",1
"2008-2009","S01001796","1","6 And Above","S5","Ratio",0
"2008-2009","S01001796","5","3 And Above","S4","Ratio",100
"2008-2009","S01001796","1","7 And Above","S6","Ratio",0
"2008-2009","S01001796","5","6 And Above","S6","Count",0
"2008-2009","S01001796","5","6 And Above","S5","Ratio",0
"2008-2009","S01001796","5","5 And Above","S4","Ratio",0
"2008-2009","S01001796","1","6 And Above","S5","Count",0
"2008-2009","S01001796","5","6 And Above","S5","Count",0
"2008-2009","S01001796","3","6 And Above","S5","Count",0
"2008-2009","S01001796","5","4 And Above","S4","Ratio",0
"2008-2009","S01001796","1","7 And Above","S6","Count",0
"2009-2010","S01001796","5","6 And Above","S6","Count",0
"2009-2010","S01001796","5","5 And Above","S4","Count",0
"2009-2010","S01001796","3","6 And Above","S5","Count",0
"2009-2010","S01001796","5","3 And Above","S4","Count",0
"2009-2010","S01001796","1","6 And Above","S5","Count",0
"2009-2010","S01001796","5","6 And Above","S5","Count",0
"2009-2010","S01001796","5","4 And Above","S4","Count",0
"2009-2010","S01001796","3","6 And Above","S6","Count",0
"2009-2010","S01001796","1","7 And Above","S6","Count",0
"2009-2010","S01001796","3","6 And Above","S6","Ratio",0
"2009-2010","S01001796","3","6 And Above","S5","Ratio",0
"2009-2010","S01001796","5","6 And Above","S5","Ratio",0
"2009-2010","S01001796","5","4 And Above","S4","Ratio",0
"2009-2010","S01001796","5","5 And Above","S4","Ratio",0
"2009-2010","S01001796","5","6 And Above","S6","Ratio",0
"2009-2010","S01001796","5","3 And Above","S4","Ratio",0
"2009-2010","S01001796","1","6 And Above","S5","Ratio",0
"2009-2010","S01001796","1","7 And Above","S6","Ratio",0
"2011-2012","S01001796","5","4 And Above","S4","Count",1
"2011-2012","S01001796","5","3 And Above","S4","Count",1
"2011-2012","S01001796","5","6 And Above","S6","Ratio",100
"2011-2012","S01001796","1","7 And Above","S6","Count",1
"2011-2012","S01001796","1","6 And Above","S5","Ratio",0
"2011-2012","S01001796","5","3 And Above","S4","Ratio",100
"2011-2012","S01001796","3","6 And Above","S6","Ratio",100
"2011-2012","S01001796","5","6 And Above","S5","Count",0
"2011-2012","S01001796","5","5 And Above","S4","Count",0
"2011-2012","S01001796","3","6 And Above","S5","Count",0
"2011-2012","S01001796","3","6 And Above","S5","Ratio",0
"2011-2012","S01001796","3","6 And Above","S6","Count",1
"2011-2012","S01001796","5","6 And Above","S5","Ratio",0
"2011-2012","S01001796","5","4 And Above","S4","Ratio",100
"2011-2012","S01001796","5","6 And Above","S6","Count",1
"2011-2012","S01001796","1","7 And Above","S6","Ratio",100
"2011-2012","S01001796","5","5 And Above","S4","Ratio",0
"2011-2012","S01001796","1","6 And Above","S5","Count",0
"2012-2013","S01001796","1","7 And Above","S6","Count",0
"2012-2013","S01001796","5","6 And Above","S5","Ratio",0
"2012-2013","S01001796","3","6 And Above","S5","Count",0
"2012-2013","S01001796","1","6 And Above","S5","Count",0
"2012-2013","S01001796","5","6 And Above","S5","Count",0
"2012-2013","S01001796","5","3 And Above","S4","Count",0
"2012-2013","S01001796","3","6 And Above","S5","Ratio",0
"2012-2013","S01001796","3","6 And Above","S6","Count",0
"2012-2013","S01001796","5","4 And Above","S4","Count",0
"2012-2013","S01001796","1","6 And Above","S5","Ratio",0
"2012-2013","S01001796","5","6 And Above","S6","Count",0
"2012-2013","S01001796","5","5 And Above","S4","Count",0
"2012-2013","S01001797","3","6 And Above","S6","Count",0
"2011-2012","S01001797","3","6 And Above","S6","Count",0
"2008-2009","S01001797","3","6 And Above","S5","Count",0
"2008-2009","S01001797","3","6 And Above","S6","Count",0
"2012-2013","S01001797","5","6 And Above","S6","Count",0
"2009-2010","S01001797","5","6 And Above","S6","Count",0
"2010-2011","S01001797","5","6 And Above","S5","Count",0
"2008-2009","S01001797","5","6 And Above","S5","Count",0
"2009-2010","S01001797","5","6 And Above","S5","Count",0
"2011-2012","S01001797","5","6 And Above","S5","Count",0
"2010-2011","S01001797","5","3 And Above","S4","Count",0
"2008-2009","S01001797","5","4 And Above","S4","Count",0
"2009-2010","S01001797","5","4 And Above","S4","Count",0
"2010-2011","S01001797","5","4 And Above","S4","Count",0
"2011-2012","S01001797","5","4 And Above","S4","Count",3
"2012-2013","S01001797","5","4 And Above","S4","Count",0
"2009-2010","S01001797","5","5 And Above","S4","Count",0
"2008-2009","S01001797","5","5 And Above","S4","Count",0
"2010-2011","S01001797","5","5 And Above","S4","Count",0
"2011-2012","S01001797","5","5 And Above","S4","Count",0
"2012-2013","S01001797","5","5 And Above","S4","Count",0
"2012-2013","S01001797","5","6 And Above","S5","Count",0
"2010-2011","S01001797","5","6 And Above","S6","Count",0
"2008-2009","S01001797","5","6 And Above","S6","Count",0
"2011-2012","S01001797","5","6 And Above","S6","Count",0
"2009-2010","S01001797","5","3 And Above","S4","Count",0
"2012-2013","S01001797","5","3 And Above","S4","Count",0
"2008-2009","S01001797","5","3 And Above","S4","Count",0
"2011-2012","S01001797","5","3 And Above","S4","Count",4
"2011-2012","S01001797","1","6 And Above","S5","Count",0
"2009-2010","S01001797","1","7 And Above","S6","Count",0
"2012-2013","S01001797","1","6 And Above","S5","Count",0
"2009-2010","S01001797","1","6 And Above","S5","Count",0
"2008-2009","S01001797","1","7 And Above","S6","Count",0
"2008-2009","S01001797","1","6 And Above","S5","Count",0
"2011-2012","S01001797","1","7 And Above","S6","Count",0
"2012-2013","S01001797","1","7 And Above","S6","Count",0
"2010-2011","S01001797","1","6 And Above","S5","Count",0
"2010-2011","S01001797","1","7 And Above","S6","Count",0
"2010-2011","S01001797","3","6 And Above","S6","Count",0
"2009-2010","S01001797","3","6 And Above","S5","Count",0
"2012-2013","S01001797","3","6 And Above","S5","Count",0
"2009-2010","S01001797","3","6 And Above","S6","Count",0
"2011-2012","S01001797","3","6 And Above","S5","Count",0
"2010-2011","S01001797","3","6 And Above","S5","Count",0
"2010-2011","S01001797","3","6 And Above","S6","Ratio",0
"2011-2012","S01001797","5","4 And Above","S4","Ratio",75
"2008-2009","S01001797","1","7 And Above","S6","Ratio",0
"2011-2012","S01001797","3","6 And Above","S6","Ratio",0
"2009-2010","S01001797","5","5 And Above","S4","Ratio",0
"2009-2010","S01001797","3","6 And Above","S5","Ratio",0
"2010-2011","S01001797","3","6 And Above","S5","Ratio",0
"2012-2013","S01001797","3","6 And Above","S5","Ratio",0
"2011-2012","S01001797","3","6 And Above","S5","Ratio",0
"2008-2009","S01001797","5","3 And Above","S4","Ratio",0
"2008-2009","S01001797","3","6 And Above","S6","Ratio",0
"2009-2010","S01001797","5","3 And Above","S4","Ratio",0
"2008-2009","S01001797","5","5 And Above","S4","Ratio",0
"2011-2012","S01001797","1","7 And Above","S6","Ratio",0
"2011-2012","S01001797","5","5 And Above","S4","Ratio",0
"2010-2011","S01001797","5","5 And Above","S4","Ratio",0
"2009-2010","S01001797","3","6 And Above","S6","Ratio",0
"2010-2011","S01001797","1","6 And Above","S5","Ratio",0
"2008-2009","S01001797","3","6 And Above","S5","Ratio",0
"2010-2011","S01001797","5","6 And Above","S6","Ratio",0
"2009-2010","S01001797","1","7 And Above","S6","Ratio",0
"2012-2013","S01001797","5","6 And Above","S5","Ratio",0
"2009-2010","S01001797","5","6 And Above","S6","Ratio",0
"2010-2011","S01001797","5","6 And Above","S5","Ratio",0
"2012-2013","S01001797","1","6 And Above","S5","Ratio",0
"2011-2012","S01001797","1","6 And Above","S5","Ratio",0
"2008-2009","S01001797","5","6 And Above","S5","Ratio",0
"2008-2009","S01001797","1","6 And Above","S5","Ratio",0
"2009-2010","S01001797","5","6 And Above","S5","Ratio",0
"2011-2012","S01001797","5","6 And Above","S5","Ratio",0
"2010-2011","S01001797","1","7 And Above","S6","Ratio",0
"2008-2009","S01001797","5","6 And Above","S6","Ratio",0
"2011-2012","S01001797","5","6 And Above","S6","Ratio",0
"2010-2011","S01001797","5","3 And Above","S4","Ratio",0
"2009-2010","S01001797","5","4 And Above","S4","Ratio",0
"2011-2012","S01001797","5","3 And Above","S4","Ratio",100
"2010-2011","S01001797","5","4 And Above","S4","Ratio",0
"2009-2010","S01001797","1","6 And Above","S5","Ratio",0
"2008-2009","S01001797","5","4 And Above","S4","Ratio",0
"2008-2009","S01001798","3","6 And Above","S5","Count",0
"2010-2011","S01001798","3","6 And Above","S5","Count",0
"2008-2009","S01001798","3","6 And Above","S6","Count",0
"2010-2011","S01001798","3","6 And Above","S6","Count",0
"2011-2012","S01001798","3","6 And Above","S6","Count",0
"2011-2012","S01001798","5","6 And Above","S6","Count",0
"2009-2010","S01001798","5","6 And Above","S6","Count",0
"2008-2009","S01001798","5","6 And Above","S6","Count",0
"2010-2011","S01001798","5","6 And Above","S5","Count",0
"2008-2009","S01001798","5","6 And Above","S5","Count",0
"2012-2013","S01001798","5","6 And Above","S5","Count",0
"2012-2013","S01001798","5","3 And Above","S4","Count",0
"2008-2009","S01001798","5","4 And Above","S4","Count",0
"2011-2012","S01001798","5","4 And Above","S4","Count",0
"2012-2013","S01001798","5","4 And Above","S4","Count",0
"2010-2011","S01001798","5","4 And Above","S4","Count",0
"2009-2010","S01001798","5","4 And Above","S4","Count",0
"2011-2012","S01001798","5","5 And Above","S4","Count",0
"2012-2013","S01001798","5","5 And Above","S4","Count",0
"2008-2009","S01001798","5","5 And Above","S4","Count",0
"2009-2010","S01001798","5","5 And Above","S4","Count",0
"2010-2011","S01001798","5","5 And Above","S4","Count",0
"2009-2010","S01001798","5","6 And Above","S5","Count",0
"2011-2012","S01001798","5","6 And Above","S5","Count",0
"2012-2013","S01001798","5","6 And Above","S6","Count",1
"2010-2011","S01001798","5","6 And Above","S6","Count",0
"2008-2009","S01001798","5","3 And Above","S4","Count",0
"2010-2011","S01001798","5","3 And Above","S4","Count",0
"2009-2010","S01001798","5","3 And Above","S4","Count",0
"2011-2012","S01001798","5","3 And Above","S4","Count",0
"2012-2013","S01001798","1","6 And Above","S5","Count",0
"2009-2010","S01001798","1","6 And Above","S5","Count",0
"2009-2010","S01001798","1","7 And Above","S6","Count",0
"2011-2012","S01001798","1","6 And Above","S5","Count",0
"2008-2009","S01001798","1","7 And Above","S6","Count",0
"2008-2009","S01001798","1","6 And Above","S5","Count",0
"2010-2011","S01001798","1","6 And Above","S5","Count",0
"2011-2012","S01001798","1","7 And Above","S6","Count",0
"2012-2013","S01001798","1","7 And Above","S6","Count",1
"2010-2011","S01001798","1","7 And Above","S6","Count",0
"2012-2013","S01001798","3","6 And Above","S6","Count",1
"2011-2012","S01001798","3","6 And Above","S5","Count",0
"2009-2010","S01001798","3","6 And Above","S5","Count",0
"2012-2013","S01001798","3","6 And Above","S5","Count",0
"2009-2010","S01001798","3","6 And Above","S6","Count",0
"2010-2011","S01001798","3","6 And Above","S6","Ratio",0
"2010-2011","S01001798","5","4 And Above","S4","Ratio",0
"2011-2012","S01001798","3","6 And Above","S5","Ratio",0
"2008-2009","S01001798","3","6 And Above","S6","Ratio",0
"2012-2013","S01001798","3","6 And Above","S6","Ratio",100
"2010-2011","S01001798","3","6 And Above","S5","Ratio",0
"2009-2010","S01001798","5","4 And Above","S4","Ratio",0
"2009-2010","S01001798","5","5 And Above","S4","Ratio",0
"2010-2011","S01001798","5","3 And Above","S4","Ratio",0
"2011-2012","S01001798","3","6 And Above","S6","Ratio",0
"2010-2011","S01001798","5","5 And Above","S4","Ratio",0
"2009-2010","S01001798","3","6 And Above","S5","Ratio",0
"2011-2012","S01001798","5","5 And Above","S4","Ratio",0
"2009-2010","S01001798","3","6 And Above","S6","Ratio",0
"2009-2010","S01001798","5","3 And Above","S4","Ratio",0
"2008-2009","S01001798","3","6 And Above","S5","Ratio",0
"2008-2009","S01001798","5","5 And Above","S4","Ratio",0
"2008-2009","S01001798","5","3 And Above","S4","Ratio",0
"2011-2012","S01001798","5","3 And Above","S4","Ratio",0
"2009-2010","S01001798","1","6 And Above","S5","Ratio",0
"2012-2013","S01001798","5","6 And Above","S6","Ratio",100
"2009-2010","S01001798","1","7 And Above","S6","Ratio",0
"2008-2009","S01001798","5","6 And Above","S6","Ratio",0
"2011-2012","S01001798","5","6 And Above","S6","Ratio",0
"2011-2012","S01001798","1","7 And Above","S6","Ratio",0
"2008-2009","S01001798","5","6 And Above","S5","Ratio",0
"2010-2011","S01001798","1","7 And Above","S6","Ratio",0
"2011-2012","S01001798","5","6 And Above","S5","Ratio",0
"2010-2011","S01001798","5","6 And Above","S5","Ratio",0
"2010-2011","S01001798","5","6 And Above","S6","Ratio",0
"2009-2010","S01001798","5","6 And Above","S5","Ratio",0
"2008-2009","S01001798","1","7 And Above","S6","Ratio",0
"2008-2009","S01001798","5","4 And Above","S4","Ratio",0
"2009-2010","S01001798","5","6 And Above","S6","Ratio",0
"2011-2012","S01001798","5","4 And Above","S4","Ratio",0
"2010-2011","S01001798","1","6 And Above","S5","Ratio",0
"2008-2009","S01001798","1","6 And Above","S5","Ratio",0
"2012-2013","S01001798","1","7 And Above","S6","Ratio",100
"2011-2012","S01001798","1","6 And Above","S5","Ratio",0
"2011-2012","S01001799","5","6 And Above","S5","Count",0
"2012-2013","S01001799","5","6 And Above","S5","Count",0
"2009-2010","S01001799","5","6 And Above","S5","Count",0
"2009-2010","S01001799","3","6 And Above","S5","Count",0
"2010-2011","S01001799","5","6 And Above","S5","Count",0
"2010-2011","S01001799","3","6 And Above","S6","Count",0
"2009-2010","S01001799","1","6 And Above","S5","Count",0
"2012-2013","S01001799","1","6 And Above","S5","Count",0
"2012-2013","S01001799","3","6 And Above","S6","Count",0
"2011-2012","S01001799","3","6 And Above","S6","Count",0
"2010-2011","S01001799","1","6 And Above","S5","Count",0
"2011-2012","S01001799","5","6 And Above","S6","Count",0
"2008-2009","S01001799","1","6 And Above","S5","Count",0
"2011-2012","S01001799","1","6 And Above","S5","Count",0
"2010-2011","S01001799","5","6 And Above","S6","Count",0
"2010-2011","S01001799","3","6 And Above","S6","Ratio",0
"2008-2009","S01001799","3","6 And Above","S6","Ratio",0
"2011-2012","S01001799","3","6 And Above","S6","Ratio",0
"2008-2009","S01001799","3","6 And Above","S5","Ratio",0
"2009-2010","S01001799","3","6 And Above","S5","Ratio",0
"2009-2010","S01001799","3","6 And Above","S6","Ratio",0
"2012-2013","S01001799","3","6 And Above","S5","Ratio",0
"2010-2011","S01001799","3","6 And Above","S5","Ratio",0
"2012-2013","S01001799","3","6 And Above","S6","Ratio",0
"2011-2012","S01001799","3","6 And Above","S5","Ratio",0
"2008-2009","S01001799","5","6 And Above","S5","Ratio",0
"2011-2012","S01001799","5","6 And Above","S6","Ratio",0
"2010-2011","S01001799","5","6 And Above","S6","Ratio",0
"2009-2010","S01001799","5","6 And Above","S6","Ratio",0
"2012-2013","S01001799","5","6 And Above","S6","Ratio",0
"2008-2009","S01001799","5","6 And Above","S6","Ratio",0
"2011-2012","S01001799","5","6 And Above","S5","Ratio",0
"2012-2013","S01001799","5","6 And Above","S5","Ratio",0
"2009-2010","S01001799","5","6 And Above","S5","Ratio",0
"2010-2011","S01001799","5","6 And Above","S5","Ratio",0
"2012-2013","S01001799","1","6 And Above","S5","Ratio",0
"2010-2011","S01001799","1","6 And Above","S5","Ratio",0
"2009-2010","S01001799","1","6 And Above","S5","Ratio",0
"2008-2009","S01001799","1","6 And Above","S5","Ratio",0
"2011-2012","S01001799","1","6 And Above","S5","Ratio",0
"2009-2010","S01001799","5","6 And Above","S6","Count",0
